,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
3942,朗博科技,603655.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
3943,泰禾智能,603656.SH,工业,资本品,机械制造,其他机械设备,混合型
3944,春光科技,603657.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
3945,安图生物,603658.SH,医药卫生,医药生物,生物科技,生物科技,成长型
3946,璞泰来,603659.SH,工业,资本品,电气设备,新能源设备,成长型
3947,苏州科达,603660.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
3948,恒林股份,603661.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
3949,柯力传感,603662.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
3950,三祥新材,603663.SH,原材料,原材料,有色金属,稀有金属,成长型
3951,康隆达,603665.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
3952,亿嘉和,603666.SH,工业,资本品,机械制造,其他机械设备,成长型
3953,五洲新春,603667.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
3954,天马科技,603668.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
3955,灵康药业,603669.SH,医药卫生,医药生物,制药,化学药,混合型
3956,卫信康,603676.SH,医药卫生,医药生物,制药,化学药,成长型
3957,奇精机械,603677.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
3958,火炬电子,603678.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
3959,华体科技,603679.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
3960,今创集团,603680.SH,工业,资本品,机械制造,铁路设备,成长型
3961,永冠新材,603681.SH,原材料,原材料,化学制品,其他化学制品,成长型
3962,锦和商管,603682.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,成长型
3963,晶华新材,603683.SH,原材料,原材料,化学制品,其他化学制品,成长型
3964,晨丰科技,603685.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
3965,福龙马,603686.SH,工业,资本品,机械制造,其他机械设备,混合型
3966,大胜达,603687.SH,原材料,原材料,容器与包装,纸材料包装,成长型
3967,石英股份,603688.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
3968,皖天然气,603689.SH,公用事业,公用事业,燃气,燃气,成长型
3969,至纯科技,603690.SH,工业,资本品,机械制造,其他机械设备,成长型
3970,江苏新能,603693.SH,公用事业,公用事业,电力,新能源发电,成长型
3971,安记食品,603696.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
3972,有友食品,603697.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
3973,航天工程,603698.SH,工业,资本品,机械制造,通用机械,成长型
3974,纽威股份,603699.SH,工业,资本品,机械制造,通用机械,成长型
3975,宁水集团,603700.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
3976,德宏股份,603701.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
3977,盛洋科技,603703.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
3978,东方环宇,603706.SH,公用事业,公用事业,燃气,燃气,成长型
3979,健友股份,603707.SH,医药卫生,医药生物,制药,化学药,成长型
3980,家家悦,603708.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,混合型
3981,中源家居,603709.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
3982,香飘飘,603711.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
3983,七一二,603712.SH,电信业务,通信设备,通信设备,通信终端设备,成长型
3984,密尔克卫,603713.SH,工业,交通运输,航空货运与物流,物流,成长型
3985,塞力医疗,603716.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗用品经销商,成长型
3986,天域生态,603717.SH,工业,资本品,建筑与工程,园林工程,价值型
3987,海利生物,603718.SH,医药卫生,医药生物,制药,化学药,混合型
3988,良品铺子,603719.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
3989,中广天择,603721.SH,可选消费,传媒,传媒,电影与娱乐,价值型
3990,阿科力,603722.SH,原材料,原材料,化学制品,其他化学制品,混合型
3991,天安新材,603725.SH,原材料,原材料,化学制品,塑料制品,成长型
3992,朗迪集团,603726.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
3993,博迈科,603727.SH,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,成长型
3994,鸣志电器,603728.SH,工业,资本品,电气设备,电气部件与设备,混合型
3995,龙韵股份,603729.SH,可选消费,传媒,传媒,营销与广告,价值型
3996,岱美股份,603730.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
3997,仙鹤股份,603733.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
3998,三棵树,603737.SH,原材料,原材料,化学制品,涂料涂漆,成长型
3999,泰晶科技,603738.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
4000,蔚蓝生物,603739.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4001,日辰股份,603755.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4002,大元泵业,603757.SH,工业,资本品,机械制造,通用机械,混合型
4003,秦安股份,603758.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4004,海天股份,603759.SH,公用事业,公用事业,水务,水务,成长型
4005,隆鑫通用,603766.SH,可选消费,汽车与汽车零部件,汽车与摩托车,摩托车,价值型
4006,中马传动,603767.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4007,常青股份,603768.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4008,沃格光电,603773.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4009,永安行,603776.SH,工业,交通运输,道路运输,公共交通,成长型
4010,来伊份,603777.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,价值型
4011,乾景园林,603778.SH,工业,资本品,建筑与工程,园林工程,价值型
4012,威龙股份,603779.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
4013,科博达,603786.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4014,新日股份,603787.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
4015,宁波高发,603788.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
4016,星光农机,603789.SH,工业,资本品,机械制造,农用机械,价值型
4017,雅运股份,603790.SH,原材料,原材料,化学制品,印染化学品,成长型
4018,联泰环保,603797.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4019,康普顿,603798.SH,原材料,原材料,化学制品,其他化学制品,价值型
4020,华友钴业,603799.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
4021,道森股份,603800.SH,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,混合型
4022,志邦家居,603801.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4023,瑞斯康达,603803.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
4024,福斯特,603806.SH,工业,资本品,电气设备,新能源设备,成长型
4025,歌力思,603808.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
4026,豪能股份,603809.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4027,丰山集团,603810.SH,原材料,原材料,化学制品,化肥与农药,成长型
4028,诚意药业,603811.SH,医药卫生,医药生物,制药,化学药,成长型
4029,原尚股份,603813.SH,工业,交通运输,航空货运与物流,物流,混合型
4030,交建股份,603815.SH,工业,资本品,建筑与工程,土木工程,成长型
4031,顾家家居,603816.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4032,海峡环保,603817.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4033,曲美家居,603818.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4034,神力股份,603819.SH,工业,资本品,电气设备,电气部件与设备,成长型
4035,嘉澳环保,603822.SH,原材料,原材料,化学制品,其他化学制品,混合型
4036,百合花,603823.SH,原材料,原材料,化学制品,印染化学品,成长型
4037,华扬联众,603825.SH,可选消费,传媒,传媒,营销与广告,混合型
4038,坤彩科技,603826.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
4039,柯利达,603828.SH,工业,资本品,建筑与工程,建筑装修,价值型
4040,洛凯股份,603829.SH,工业,资本品,电气设备,电气部件与设备,混合型
4041,欧派家居,603833.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4042,海程邦达,603836.SH,工业,交通运输,航空货运与物流,物流,成长型
4043,四通股份,603838.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,混合型
4044,安正时尚,603839.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
4045,正平股份,603843.SH,工业,资本品,建筑与工程,土木工程,成长型
4046,好太太,603848.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
4047,华荣股份,603855.SH,工业,资本品,电气设备,电气部件与设备,成长型
4048,东宏股份,603856.SH,原材料,原材料,化学制品,塑料制品,成长型
4049,步长制药,603858.SH,医药卫生,医药生物,制药,中药,成长型
4050,能科科技,603859.SH,工业,资本品,电气设备,电气部件与设备,成长型
4051,中公高科,603860.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,混合型
4052,白云电器,603861.SH,工业,资本品,电气设备,电气部件与设备,成长型
4053,松炀资源,603863.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
4054,桃李面包,603866.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4055,新化股份,603867.SH,原材料,原材料,化学制品,其他化学制品,成长型
4056,飞科电器,603868.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
4057,新智认知,603869.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,价值型
4058,嘉友国际,603871.SH,工业,交通运输,航空货运与物流,物流,成长型
4059,鼎胜新材,603876.SH,原材料,原材料,有色金属,铝,混合型
4060,太平鸟,603877.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
4061,武进不锈,603878.SH,原材料,原材料,钢铁,钢铁,成长型
4062,永悦科技,603879.SH,原材料,原材料,化学制品,纤维及树脂,价值型
4063,南卫股份,603880.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4064,数据港,603881.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
4065,金域医学,603882.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健服务,成长型
4066,老百姓,603883.SH,医药卫生,医药生物,制药,药品经销商,成长型
4067,吉祥航空,603885.SH,工业,交通运输,航空公司,航空公司,价值型
4068,元祖股份,603886.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
4069,城地香江,603887.SH,工业,资本品,建筑与工程,土木工程,成长型
4070,新华网,603888.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
4071,新澳股份,603889.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,价值型
4072,春秋电子,603890.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
4073,瑞芯微,603893.SH,信息技术,半导体,半导体,半导体,成长型
4074,天永智能,603895.SH,工业,资本品,机械制造,通用机械,成长型
4075,寿仙谷,603896.SH,医药卫生,医药生物,制药,中药,成长型
4076,长城科技,603897.SH,工业,资本品,电气设备,电气部件与设备,成长型
4077,好莱客,603898.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,价值型
4078,晨光股份,603899.SH,工业,商业服务与用品,商业服务与用品,办公服务与用品,成长型
4079,莱绅通灵,603900.SH,可选消费,耐用消费品与服装,珠宝与奢侈品,珠宝与奢侈品,价值型
4080,永创智能,603901.SH,工业,资本品,机械制造,其他机械设备,成长型
4081,中持股份,603903.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4082,龙蟠科技,603906.SH,原材料,原材料,化学制品,其他化学制品,混合型
4083,牧高笛,603908.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,混合型
4084,建发合诚,603909.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
4085,佳力图,603912.SH,工业,资本品,机械制造,其他机械设备,成长型
4086,国茂股份,603915.SH,工业,资本品,机械制造,通用机械,成长型
4087,苏博特,603916.SH,原材料,原材料,化学制品,其他化学制品,成长型
4088,合力科技,603917.SH,工业,资本品,机械制造,通用机械,成长型
4089,金桥信息,603918.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4090,金徽酒,603919.SH,主要消费,食品、饮料与烟草,饮料,白酒,混合型
4091,世运电路,603920.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
4092,金鸿顺,603922.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4093,铁流股份,603926.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4094,中科软,603927.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4095,兴业股份,603928.SH,原材料,原材料,化学制品,纤维及树脂,成长型
4096,亚翔集成,603929.SH,工业,资本品,建筑与工程,建筑装修,价值型
4097,格林达,603931.SH,原材料,原材料,化学制品,其他化学制品,成长型
4098,睿能科技,603933.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,价值型
4099,博敏电子,603936.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4100,丽岛新材,603937.SH,工业,资本品,建筑产品,建筑产品,混合型
4101,三孚股份,603938.SH,原材料,原材料,化学原料,化学原料,混合型
4102,益丰药房,603939.SH,医药卫生,医药生物,制药,药品经销商,成长型
4103,建业股份,603948.SH,原材料,原材料,化学制品,其他化学制品,混合型
4104,雪龙集团,603949.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4105,长源东谷,603950.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4106,大千生态,603955.SH,工业,资本品,建筑与工程,园林工程,混合型
4107,威派格,603956.SH,工业,资本品,机械制造,通用机械,成长型
4108,哈森股份,603958.SH,可选消费,耐用消费品与服装,纺织服装,鞋类,价值型
4109,百利科技,603959.SH,工业,资本品,建筑与工程,土木工程,混合型
4110,克来机电,603960.SH,工业,资本品,机械制造,通用机械,成长型
4111,大理药业,603963.SH,医药卫生,医药生物,制药,中药,价值型
4112,法兰泰克,603966.SH,工业,资本品,机械制造,工程机械,成长型
4113,中创物流,603967.SH,工业,交通运输,航空货运与物流,物流,成长型
4114,醋化股份,603968.SH,原材料,原材料,化学制品,其他化学制品,混合型
4115,银龙股份,603969.SH,原材料,原材料,钢铁,钢铁,混合型
4116,中农立华,603970.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
4117,正川股份,603976.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,混合型
4118,国泰集团,603977.SH,原材料,原材料,化学制品,其他化学制品,成长型
4119,深圳新星,603978.SH,原材料,原材料,有色金属,铝,混合型
4120,金诚信,603979.SH,工业,资本品,建筑与工程,土木工程,混合型
4121,吉华集团,603980.SH,原材料,原材料,化学制品,印染化学品,价值型
4122,泉峰汽车,603982.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4123,丸美股份,603983.SH,主要消费,家庭与个人用品,个人用品,个人用品,成长型
4124,恒润股份,603985.SH,工业,资本品,电气设备,新能源设备,成长型
4125,兆易创新,603986.SH,信息技术,半导体,半导体,半导体,成长型
4126,康德莱,603987.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4127,中电电机,603988.SH,工业,资本品,电气设备,电气部件与设备,成长型
4128,艾华集团,603989.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4129,麦迪科技,603990.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健技术,成长型
4130,至正股份,603991.SH,原材料,原材料,化学制品,塑料制品,价值型
4131,松霖科技,603992.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
4132,洛阳钼业,603993.SH,原材料,原材料,有色金属,稀有金属,成长型
4133,甬金股份,603995.SH,原材料,原材料,钢铁,钢铁,成长型
4134,退市中新,603996.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,价值型
4135,继峰股份,603997.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4136,方盛制药,603998.SH,医药卫生,医药生物,制药,中药,成长型
4137,读者传媒,603999.SH,可选消费,传媒,传媒,出版,混合型
4138,威奥股份,605001.SH,工业,资本品,机械制造,铁路设备,成长型
4139,众望布艺,605003.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4140,合兴股份,605005.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4141,山东玻纤,605006.SH,原材料,原材料,化学制品,其他化学制品,成长型
4142,五洲特纸,605007.SH,原材料,原材料,容器与包装,纸材料包装,成长型
4143,长鸿高科,605008.SH,原材料,原材料,化学制品,橡胶制品,成长型
4144,豪悦护理,605009.SH,主要消费,家庭与个人用品,家常用品,家常用品,成长型
4145,杭州热电,605011.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,成长型
4146,百龙创园,605016.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4147,长华集团,605018.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4148,永和股份,605020.SH,原材料,原材料,化学制品,其他化学制品,混合型
4149,世茂能源,605028.SH,公用事业,公用事业,电力,火电,成长型
4150,美邦股份,605033.SH,原材料,原材料,化学制品,化肥与农药,成长型
4151,福然德,605050.SH,工业,交通运输,航空货运与物流,物流,成长型
4152,迎丰股份,605055.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
4153,咸亨国际,605056.SH,工业,资本品,机械制造,通用机械,成长型
4154,澳弘电子,605058.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4155,联德股份,605060.SH,工业,资本品,机械制造,通用机械,成长型
4156,天正电气,605066.SH,工业,资本品,电气设备,电气部件与设备,成长型
4157,明新旭腾,605068.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4158,正和生态,605069.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
4159,华康股份,605077.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4160,浙江自然,605080.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4161,太和水,605081.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4162,龙高股份,605086.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
4163,冠盛股份,605088.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4164,味知香,605089.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
4165,九丰能源,605090.SH,公用事业,公用事业,燃气,燃气,成长型
4166,行动教育,605098.SH,可选消费,消费者服务,综合消费者服务,教育服务,混合型
4167,共创草坪,605099.SH,原材料,原材料,纸类与林业产品,林业产品,成长型
4168,华丰股份,605100.SH,工业,资本品,机械制造,通用机械,成长型
4169,同庆楼,605108.SH,可选消费,消费者服务,酒店、餐馆与休闲,餐馆,混合型
4170,新洁能,605111.SH,信息技术,半导体,半导体,半导体,成长型
4171,奥锐特,605116.SH,医药卫生,医药生物,制药,化学药,成长型
4172,德业股份,605117.SH,工业,资本品,电气设备,电气部件与设备,成长型
4173,力鼎光电,605118.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4174,四方新材,605122.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,成长型
4175,派克新材,605123.SH,工业,资本品,机械制造,通用机械,成长型
4176,上海沿浦,605128.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4177,嵘泰股份,605133.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4178,丽人丽妆,605136.SH,可选消费,零售业,互联网零售,互联网零售,成长型
4179,盛泰集团,605138.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
4180,西上海,605151.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4181,西大门,605155.SH,原材料,原材料,建筑材料,其他建材,成长型
4182,华达新材,605158.SH,工业,资本品,建筑产品,建筑产品,成长型
4183,新中港,605162.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
4184,聚合顺,605166.SH,原材料,原材料,化学制品,纤维及树脂,成长型
4185,利柏特,605167.SH,工业,资本品,建筑与工程,土木工程,成长型
4186,三人行,605168.SH,可选消费,传媒,传媒,营销与广告,成长型
4187,洪通燃气,605169.SH,公用事业,公用事业,燃气,燃气,成长型
4188,东亚药业,605177.SH,医药卫生,医药生物,制药,化学药,成长型
4189,时空科技,605178.SH,工业,资本品,建筑与工程,建筑装修,混合型
4190,一鸣食品,605179.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4191,华生科技,605180.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4192,确成股份,605183.SH,原材料,原材料,化学制品,其他化学制品,成长型
4193,健麾信息,605186.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健服务,成长型
4194,国光连锁,605188.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,成长型
4195,富春染织,605189.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4196,华通线缆,605196.SH,工业,资本品,电气设备,电气部件与设备,成长型
4197,安德利,605198.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4198,葫芦娃,605199.SH,医药卫生,医药生物,制药,中药,成长型
4199,永茂泰,605208.SH,原材料,原材料,有色金属,铝,成长型
4200,伟时电子,605218.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4201,起帆电缆,605222.SH,工业,资本品,电气设备,电气部件与设备,成长型
4202,神通科技,605228.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4203,天普股份,605255.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4204,协和电子,605258.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4205,绿田机械,605259.SH,工业,资本品,机械制造,通用机械,成长型
4206,健之佳,605266.SH,可选消费,零售业,其他零售,其他零售,成长型
4207,王力安防,605268.SH,原材料,原材料,有色金属,其它有色金属及合金,混合型
4208,新亚电子,605277.SH,工业,资本品,电气设备,电气部件与设备,成长型
4209,同力日升,605286.SH,工业,资本品,机械制造,通用机械,成长型
4210,德才股份,605287.SH,工业,资本品,建筑与工程,建筑装修,成长型
4211,凯迪股份,605288.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4212,罗曼股份,605289.SH,工业,资本品,建筑与工程,建筑装修,成长型
4213,神农集团,605296.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
4214,必得科技,605298.SH,工业,资本品,机械制造,铁路设备,成长型
4215,舒华体育,605299.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
4216,佳禾食品,605300.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4217,园林股份,605303.SH,工业,资本品,建筑与工程,园林工程,混合型
4218,中际联合,605305.SH,工业,资本品,机械制造,其他机械设备,成长型
4219,法狮龙,605318.SH,工业,资本品,建筑产品,建筑产品,混合型
4220,无锡振华,605319.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4221,沪光股份,605333.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4222,帅丰电器,605336.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
4223,李子园,605337.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4224,巴比食品,605338.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4225,南侨食品,605339.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
4226,立昂微,605358.SH,信息技术,半导体,半导体,半导体,成长型
4227,立达信,605365.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4228,宏柏新材,605366.SH,原材料,原材料,化学制品,其他化学制品,成长型
4229,蓝天燃气,605368.SH,公用事业,公用事业,燃气,燃气,成长型
4230,拱东医疗,605369.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4231,博迁新材,605376.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
4232,华旺科技,605377.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
4233,野马电池,605378.SH,工业,资本品,电气设备,电气部件与设备,成长型
4234,均瑶健康,605388.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4235,长龄液压,605389.SH,工业,资本品,机械制造,通用机械,成长型
4236,新炬网络,605398.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4237,晨光新材,605399.SH,原材料,原材料,化学原料,化学原料,成长型
4238,福莱新材,605488.SH,原材料,原材料,化学制品,塑料制品,成长型
4239,东鹏饮料,605499.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4240,森林包装,605500.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
4241,国邦医药,605507.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4242,德昌股份,605555.SH,工业,资本品,电气设备,电气部件与设备,混合型
4243,福莱蒽特,605566.SH,原材料,原材料,化学制品,印染化学品,成长型
4244,春雪食品,605567.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4245,龙版传媒,605577.SH,可选消费,传媒,传媒,出版,成长型
4246,恒盛能源,605580.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,成长型
4247,冠石科技,605588.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4248,圣泉集团,605589.SH,原材料,原材料,化学原料,化学原料,成长型
4249,上海港湾,605598.SH,工业,资本品,建筑与工程,土木工程,成长型
4250,菜百股份,605599.SH,可选消费,耐用消费品与服装,珠宝与奢侈品,珠宝与奢侈品,价值型
4251,华兴源创,688001.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4252,睿创微纳,688002.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4253,天准科技,688003.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4254,博汇科技,688004.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4255,容百科技,688005.SH,工业,资本品,电气设备,新能源设备,成长型
4256,杭可科技,688006.SH,工业,资本品,机械制造,其他机械设备,成长型
4257,光峰科技,688007.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4258,澜起科技,688008.SH,信息技术,半导体,半导体,半导体,成长型
4259,中国通号,688009.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
4260,福光股份,688010.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4261,新光光电,688011.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
4262,中微公司,688012.SH,信息技术,半导体,半导体,半导体,成长型
4263,天臣医疗,688013.SH,工业,资本品,机械制造,其他机械设备,成长型
