,日期,股票代码,股票名称,基金持股比例 [单位]% [比例类型]占流通股比例,基金持股数量 [单位]股,持股基金家数 [股本类型]流通股本
3713,2019-12-31,002659.SZ,凯文教育,3.47370453,17318744.0,5.0
3714,2020-03-31,002659.SZ,凯文教育,0.03134984,156300.0,2.0
3715,2019-12-31,002660.SZ,茂硕电源,0.39569462,1085500.0,9.0
3716,2020-03-31,002660.SZ,茂硕电源,0.03134937,86000.0,1.0
3717,2019-03-31,002661.SZ,克明食品,0.60455537,1997270.0,9.0
3718,2019-06-30,002661.SZ,克明食品,5.0544607,16619494.0,43.0
3719,2019-12-31,002661.SZ,克明食品,0.97390926,3202296.0,19.0
3720,2020-03-31,002661.SZ,克明食品,1.21958544,4010100.0,8.0
3721,2019-06-30,002662.SZ,京威股份,0.01248893,187334.0,11.0
3722,2019-12-31,002662.SZ,京威股份,0.04107573,616136.0,8.0
3723,2019-03-31,002663.SZ,普邦股份,0.06877674,1213971.0,2.0
3724,2019-06-30,002663.SZ,普邦股份,0.17252784,3057818.0,15.0
3725,2019-12-31,002663.SZ,普邦股份,0.18750516,3323270.0,11.0
3726,2019-06-30,002664.SZ,长鹰信质,0.1521477,608621.0,20.0
3727,2019-12-31,002664.SZ,长鹰信质,0.56038798,2241664.0,19.0
3728,2020-03-31,002664.SZ,长鹰信质,0.43220939,1728924.0,2.0
3729,2019-06-30,002665.SZ,首航高科,1.67578711,42597235.0,68.0
3730,2019-12-31,002665.SZ,首航高科,1.6007905,40129048.0,60.0
3731,2019-06-30,002666.SZ,德联集团,0.08579808,647200.0,4.0
3732,2019-09-30,002666.SZ,德联集团,0.80479444,6070800.0,2.0
3733,2019-12-31,002666.SZ,德联集团,0.00254531,19200.0,3.0
3734,2020-03-31,002666.SZ,德联集团,2.08610492,15736100.0,2.0
3735,2019-06-30,002667.SZ,鞍重股份,0.08356957,193156.0,2.0
3736,2019-12-31,002667.SZ,鞍重股份,0.08581936,198356.0,3.0
3737,2019-06-30,002668.SZ,ST奥马,0.19950384,1577832.0,18.0
3738,2019-09-30,002668.SZ,ST奥马,0.0398777,315384.0,2.0
3739,2019-12-31,002668.SZ,ST奥马,0.09691163,766453.0,15.0
3740,2020-03-31,002668.SZ,ST奥马,0.00107649,10218.0,1.0
3741,2019-03-31,002669.SZ,康达新材,0.94272415,2175780.0,1.0
3742,2019-06-30,002669.SZ,康达新材,0.47004509,1114980.0,10.0
3743,2019-12-31,002669.SZ,康达新材,1.98877368,4717511.0,19.0
3744,2019-03-31,002670.SZ,国盛金控,0.04783866,300700.0,3.0
3745,2019-06-30,002670.SZ,国盛金控,2.2332227,36253035.0,95.0
3746,2019-09-30,002670.SZ,国盛金控,0.02402438,390000.0,1.0
3747,2019-12-31,002670.SZ,国盛金控,2.90146494,47100950.0,94.0
3748,2019-06-30,002671.SZ,龙泉股份,0.00158485,7400.0,1.0
3749,2019-12-31,002671.SZ,龙泉股份,0.00194894,9100.0,2.0
